Company,Company Location,Country of Bean Origin,Cocoa Percent,Ingredients,Most Memorable Characteristics,Rating
Bonaterra,Malaysia,Malaysia,74,"2- B,S","grassy, savory, sour",3.25
Bonaterra,Malaysia,Malaysia,72,"2- B,S","sweet, fruit, chemical off note",2.75
Bonaterra,Malaysia,Malaysia,68,"2- B,S","sweet, dirty, off notes",2.5
Bonnat,France,Uganda,75,"3- B,S,C","orange peel, nutty, fatty, roasty",3.25
Bonnat,France,Mexico,75,"3- B,S,C","fatty, flat, charred, orange peel",2.75
Bonnat,France,Philippines,75,"3- B,S,C","nutty, roasty, granola",3.5
Bonnat,France,Nicaragua,75,"3- B,S,C","bold, woody, nut, roasty, creamy",3.75
Bonnat,France,Peru,75,"3- B,S,C","oily, subtle, mild coffee",4
Bonnat,France,Blend,75,"3- B,S,C","creamy, rich, complex",4
Bonnat,France,Mexico,75,"3- B,S,C","heavy roast, fatty, gateway",3.5
Bonnat,France,Brazil,75,"3- B,S,C","creamy, homey, nutty",4
Bonnat,France,Blend,65,"3- B,S,C","complex, brownie,mint, spice",3.75
Bonnat,France,Dominican Republic,75,"3- B,S,C","roasty, tobacco, earthy",3.25
Bonnat,France,Brazil,75,"3- B,S,C","oily, roasted nuts, rich cocoa",3.5
Bonnat,France,Gabon,75,"3- B,S,C","fatty, roasty, black pepper",3.25
Bonnat,France,Haiti,75,"3- B,S,C","grassy, black pepper",4
Bonnat,France,Madagascar,75,"3- B,S,C","fatty, spicy, gentle roast",4
Bonnat,France,Brazil,75,"3- B,S,C","chunky, very grassy, mild mint",3.75
Bonnat,France,Cuba,75,"3- B,S,C","fatty, raisin, grape",3.5
Bonnat,France,Peru,75,"3- B,S,C","roasty, woody, mint",3.5
Bonnat,France,Peru,75,"3- B,S,C","creamy, cocoa, smokey",3.5
Bonnat,France,Brazil,75,"3- B,S,C","oily,fatty, rich, nutty",3.5
Bonnat,France,Jamaica,75,"3- B,S,C","oily, creamy, woody",3.25
Bonnat,France,Ivory Coast,75,"3- B,S,C","oily, intense cocoa, sl. Burnt",3
Bonnat,France,Mexico,75,"3- B,S,C","mild bitter, nut, possible mold",3
Bonnat,France,Mexico,75,"3- B,S,C","fatty, roasty, earthy",3
Bonnat,France,Peru,75,"3- B,S,C","flat, bread, earthy",2.75
Bonnat,France,Venezuela,75,"3- B,S,C","creamy, strawberry, nutty",4
Bonnat,France,Ecuador,75,"3- B,S,C","dry, floral, bitter",2.5
Bonnat,France,Venezuela,75,"3- B,S,C","creamy, fatty, floral",4
Bonnat,France,Venezuela,75,"3- B,S,C","creamy, coconut, tang",4
Bonnat,France,Blend,75,"3- B,S,C","spice, woodsy, long lasting",3.75
Bonnat,France,Venezuela,75,"3- B,S,C","sandy, creamy, berry",3.75
Bonnat,France,Madagascar,75,"3- B,S,C","mellow, tart, coffee",3.75
Bonnat,France,Sri Lanka,75,"3- B,S,C","vegetal, dominant tobacco",3
Bonnat,France,Blend,100, ,"acidic, bitter, dry",1.5
Bouga Cacao (Tulicorp),Ecuador,Ecuador,77,"2- B,S","sticky, lavendar, molasses",3.25
Bouga Cacao (Tulicorp),Ecuador,Ecuador,100, ,"cardboard, very bitter, floral",1.5
Bowler Man,U.S.A.,Belize,70, ,"sandy, vanilla, candy-like",2.75
Bowler Man,U.S.A.,Dominican Republic,70, ,"gritty, sweet, mild coffee",2.75
Brasstown,U.S.A.,Tanzania,62,"3- B,S,C","very sweet, melon, caramel",3
Brasstown,U.S.A.,Bolivia,70,"3- B,S,C","nuts, fruit",4
Brasstown,U.S.A.,Peru,70,"3- B,S,C","sweet, rich mocha, acidic",3.75
Brasstown,U.S.A.,Ecuador,75,"3- B,S,C","balanced, floral, honey",3.5
Brasstown aka It's Chocolate,U.S.A.,Ecuador,75,"3- B,S,C","sandy, floral, honey",3.75
Brasstown aka It's Chocolate,U.S.A.,Dominican Republic,70,"3- B,S,C","earthy, cherries",3.25
Brasstown aka It's Chocolate,U.S.A.,Nicaragua,70,"3- B,S,C","simple, rich cocoa",3.75
Brasstown aka It's Chocolate,U.S.A.,Venezuela,70,"3- B,S,C","nutty, slight hammy, rich",3.5
Brasstown aka It's Chocolate,U.S.A.,Dominican Republic,68,"3- B,S,C","complex, brownie, lime, rich",3.75
Brasstown aka It's Chocolate,U.S.A.,Venezuela,70,"3- B,S,C","intense, raisins, roasty",4
Brasstown aka It's Chocolate,U.S.A.,Belize,70,"3- B,S,C","intense, cocoa, complex",3.75
Brasstown aka It's Chocolate,U.S.A.,Ghana,75,"5- B,S,C,V,L","fatty, brownie, nutty",3.5
Brasstown aka It's Chocolate,U.S.A.,Venezuela,85,"5- B,S,C,V,L","intense, cooked banana",3.5
Brasstown aka It's Chocolate,U.S.A.,Ecuador,70,"5- B,S,C,V,L","intense, alocohol, floral",3.25
Brasstown aka It's Chocolate,U.S.A.,Dominican Republic,72,"5- B,S,C,V,L","oily, vanilla, caramel, dairy",3
Brazen,U.S.A.,Guatemala,70,"2- B,S","tart, tea, leather, sour",3.5
Brazen,U.S.A.,Dominican Republic,80,"3- B,S,C","bitter, dark berry, fatty",3.25
Brazen,U.S.A.,Belize,80,"3- B,S,C","mild smoke, raisins, coffee",3.25
Brazen,U.S.A.,Madagascar,60,"3- B,S,C","citrus, sweet, cocoa",3.25
Brazen,U.S.A.,Dominican Republic,60,"3- B,S,C","roasty, sweet, brownie",3
Brazen,U.S.A.,Madagascar,80,"3- B,S,C","bitter, tart, acidic",2.75
Breeze Mill,U.S.A.,Jamaica,70,"4- B,S,C,V","chalky, sandy, tart, bland",3
Bright,Australia,Dominican Republic,70,"3- B,S,C","spicy, black pepper, banana",3.5
Bright,Australia,Ecuador,72,"3- B,S,C","floral, banana",3.5
Bright,Australia,Madagascar,72,"3- B,S,C","sweet, mild molasses, bland",3
Bright,Australia,Trinidad,68,"3- B,S,C","fatty, sweet, metallic",2.75
Britarev,Russia,Ecuador,70,"2- B,S","powdery, floral, molasses",3.25
Bronx Grrl Chocolate,U.S.A.,Dominican Republic,68,"3- B,S,C","gritty, sweet, brownie",2.75
Bullion,U.K.,Guatemala,70,"3- B,S,C",roasty and under refined,3
Bullion,U.K.,Bolivia,70,"3- B,S,C","dirt, earthy, floral",2.5
Burnt Fork Bend,U.S.A.,Bolivia,72,"3- B,S,C","plum, acidic, astringent, bold",3
Burnt Fork Bend,U.S.A.,Ecuador,72,"3- B,S,C","floral, mild citrus, orange",3.5
Burnt Fork Bend,U.S.A.,Trinidad,72,"3- B,S,C","high roast, coffee, spicy",3.25
Burnt Fork Bend,U.S.A.,Belize,72,"3- B,S,C","roasty, fruit, mild metallic",3.25
Burnt Fork Bend,U.S.A.,Blend,72,"3- B,S,C","coffee, high roast, spicy",3.25
Burnt Fork Bend,U.S.A.,Ecuador,60,"3- B,S,C","sweet, sour dairy",2.5
By Cacao,South Korea,Ecuador,70,"2- B,S","smokey, sour",3
Cacai Cacao,Taiwan,Philippines,70,"2- B,S*",base cocoa w/ palm notes,3.5
Cacai Cacao,Taiwan,Taiwan,70,"2- B,S*","molasses, sour notes",3.25
Cacao 70,Canada,Bolivia,70,"4- B,S,C,L",subtle but refreshing,3.75
Cacao 70,Canada,Guatemala,70,"4- B,S,C,L","vegetal, unique",3.5
Cacao 70,Canada,Guatemala,70,"4- B,S,C,L","off pungent, grassy, melon",3
Cacao Arabuco,Puerto Rico,Puerto Rico,70,"2- B,S","dirt, floral, sweet",2.5
Cacao Atlanta,U.S.A.,Peru,75,"2- B,S","roasty, almost burnt, intense",2.5
Cacao Atlanta,U.S.A.,Dominican Republic,75,"2- B,S","creamy, burnt wood",2.75
Cacao Atlanta,U.S.A.,Dominican Republic,75,"2- B,S","oily, buttery, intense",2.5
Cacao Atlanta,U.S.A.,Venezuela,75,"2- B,S","over roasted, bitter, nutty",2.25
Cacao Barry,France,Haiti,65,"5- B,S,C,V,L","gritty, sweet, citrus",3.5
Cacao Barry,France,Dominican Republic,70,"5- B,S,C,V,L","spice, fruit medley, roasty",3
Cacao Barry,France,Tanzania,75,"5- B,S,C,V,L","dry, flat flavor, astringent",2
Cacao Barry,France,Mexico,66,"5- B,S,C,V,L","creamy, woody, cocoa",3
Cacao Barry,France,Venezuela,72,"5- B,S,C,V,L","sandy, dairy, cocoa",2
Cacao Betulia,Switzerland,Colombia,72,"2- B,S","light color, creamy, hazelnut",3.75
Cacao Betulia,Switzerland,Colombia,72,"2- B,S","light color, dirty, astringent",3
Cacao Betulia,Switzerland,Colombia,72,"2- B,S","light color, dirty, musty",2.5
Cacao de Origen,Venezuela,Venezuela,70,"2- B,S","raspberry, dirty, sour",3
Cacao de Origen,Venezuela,Venezuela,75,"2- B,S","high astringent, sandy, grass",2.5
Cacao de Origen,Venezuela,Venezuela,75,"2- B,S","sandy, chalky, earthy",2.75
Cacao de Origen,Venezuela,Venezuela,77,"2- B,S","assertive, fruity, acidic",3.5
Cacao de Origen,Venezuela,Venezuela,74,"2- B,S","intense, black licorice, nutty",3.25
Cacao de Origen,Venezuela,Venezuela,75,"2- B,S","spicy, nutty, ends sour",3.25
Cacao de Origen,Venezuela,Venezuela,70,"2- B,S","fruity, nutty, brownie",3.75
Cacao de Origen,Venezuela,Venezuela,75,"2- B,S","bright fruit, strawberry",3.5
Cacao de Origen,Venezuela,Venezuela,74,"2- B,S","nutty, intense, leathery",3.25
Cacao de Origen,Venezuela,Venezuela,75,"2- B,S","intense, earthy, fuel",2.5
Cacao Gonzales,U.S.A.,Venezuela,70,"2- B,S","poor texture, earthy",3
Cacao Hunters,Colombia,Colombia,71,"3- B,S,C","distinct, short, dried fruit",3.75
Cacao Hunters,Colombia,Colombia,74,"3- B,S,C","mild cocoa, astringent",3.75
Cacao Hunters,Colombia,Colombia,72,"3- B,S,C","rich, nutty, acidic",3.75
Cacao Hunters,Colombia,Colombia,64,"4- B,S,C,L","intense, marshmallow, fruit",3.5
Cacao Hunters,Colombia,Colombia,70,"4- B,S,C,L","earthy, woody, smoke",3.5
Cacao Hunters,Colombia,Colombia,70,"4- B,S,C,L","intense, spice",3.25
Cacao Hunters,Colombia,Colombia,69,"4- B,S,C,L","green, vegetal, soil, fuel",2.75
Cacao Market,U.S.A.,Honduras,70,"4- B,S,C,L","deep cocoa, fatty, dairy",3.5
Cacao Prieto,U.S.A.,Dominican Republic,72,"2- B,S","oily, cherry, rich cocoa",3.75
Cacao Prieto,U.S.A.,Dominican Republic,66,"2- B,S","creamy,blueberry,black pepper",3.75
Cacao Prieto,U.S.A.,Dominican Republic,65,"2- B,S","rustic, gritty, sweet, fruit",3.25
Cacao Prieto,U.S.A.,Dominican Republic,72,"2- B,S","rustic, sweet, one dimensional",3
Cacao Sampaka,Spain,Congo,70,"4- B,S,C,L","rich, cherries, acidic",3.5
Cacao Sampaka,Spain,Papua New Guinea,71,"4- B,S,C,L","creamy, mild spice, cocoa",4
Cacao Sampaka,Spain,Ecuador,71,"4- B,S,C,L","creamy, mild spice, hazelnut",3.75
Cacao Sampaka,Spain,Madagascar,71,"4- B,S,C,L","creamy, earthy, dark roast",3.5
Cacao Sampaka,Spain,Venezuela,71,"4- B,S,C,L","gritty, fudge-like, nutty",3.5
Cacao Sampaka,Spain,Venezuela,77,"4- B,S,C,L","intense, roasty, rich cocoa",3.5
Cacao Sampaka,Spain,Grenada,71,"4- B,S,C,L","silky, ""Andes"" mint, off nutty",3.25
Cacao Sampaka,Spain,Mexico,70,"4- B,S,C,L",distinct lemon,4
Cacao Sampaka,Spain,Mexico,70,"4- B,S,C,L","creamy, nutty, banana, rich",4
Cacao Santa Fe (Art of Chocolate),U.S.A.,Ecuador,72,"4- B,S,C,V","cocoa base, sweet, earthy",3
Cacao Santa Fe (Art of Chocolate),U.S.A.,Dominican Republic,72,"4- B,S,C,V","cocoa butter dominates, cocoa",2.75
Cacao Santa Fe (Art of Chocolate),U.S.A.,Peru,72,"4- B,S,C,V","intense,sweet,vanilla dominate",2.75
Cacao Store,Japan,Vietnam,70,"2- B,S","balanced, dairy, spicy",3.5
Cacao Store,Japan,Peru,70,"2- B,S","dried fruit, sour, nutella",3.25
Cacao Store,Japan,Madagascar,70,"2- B,S","sour milk, off, late tart",3
Cacaodada,South Korea,Ecuador,70, ,"floral, rum",3.5
Cacaodada,South Korea,Dominican Republic,70, ,"creamy, complex, astingent",3.25
Cacaodada,South Korea,Ghana,70, ,"high astringent, earthy",3
Cacaosuyo,Peru,Peru,70,"2- B,S",chocolate and grapes,4
Cacaosuyo,Peru,Peru,70,"2- B,S","herbal, cocoa tea",3.5
Cacaosuyo,Peru,Peru,70,"2- B,S","complex, floral, spicy, fruit",3.5
Cacaosuyo,Peru,Peru,80,"2- B,S","smooth, slow, mild grape",3.5
Cacaoyere (Ecuatoriana),Ecuador,Ecuador,63,"4- B,S,C,L","sandy, sweet, bold citrus",3.5
Cacaoyere (Ecuatoriana),Ecuador,Ecuador,71,"4- B,S,C,L","dry, spicy, fruity",3.5
Cacaoyere (Ecuatoriana),Ecuador,Ecuador,82,"4- B,S,C,L","cloying, fatty, bitter",2.5
Cacaoyere (Ecuatoriana),Ecuador,Ecuador,91,"4- B,S,C,L","klingy, hint of fruit, very bitter",1.5
Callebaut,Belgium,Grenada,60, ,"sweet, metallic, vanilla",2.75
Callebaut,Belgium,Ecuador,70, ,"bitter, cocoa",1
C-Amaro,Italy,Blend,70,"2- B,S","oily surface, berry, cream",3.5
C-Amaro,Italy,Dominican Republic,72,"2- B,S","intense, fatty, brownie",3
C-Amaro,Italy,Cuba,75,"2- B,S","intense, ashey, earthen",2.5
C-Amaro,Italy,Ecuador,100,1- B,"fatty, controlled bitter, fruit",3.5
C-Amaro,Italy,Venezuela,80,"2- B,S","nutty, ashey, coffee",3
C-Amaro,Italy,Trinidad,70,"2- B,S","burnt coffee, fatty",2.5
C-Amaro,Italy,Sao Tome,78,"2- B,S",burnt up front,2.25
Cao,U.S.A.,Brazil,70,"3- B,S,C","dairy, chocolate, mild fruit",3.25
Cao,U.S.A.,Venezuela,70,"3- B,S,C",strong nutty with off notes,3
Cao,U.S.A.,Bolivia,75,"3- B,S,C","sandy, bold, cherry",3
Cao,U.S.A.,Tanzania,73,"3- B,S,C","sweet, acidic, fatty",2.75
Cao,U.S.A.,Venezuela,75,"3- B,S,C","nutty, burnt, fuel",2.5
Caofiori,Colombia,Colombia,70,"4- B,S,C,L","cocoa base, fruit, creamy",3.75
Caofiori,Colombia,Colombia,70,"4- B,S,C,L","single note of cocoa, fatty",3.5
Caofiori,Colombia,Colombia,70,"4- B,S,C,L","spice, oats, nutty, fatty",3.25
Caofiori,Colombia,Colombia,70,"4- B,S,C,L","spice, honey, fatty",3.25
Caoni (Tulicorp),Ecuador,Ecuador,55,"4- B,S,C,L","sandy, sweet, spicy",3.5
Caoni (Tulicorp),Ecuador,Ecuador,55,"4- B,S,C,L","sticky, sweet, grassy",3.25
Caoni (Tulicorp),Ecuador,Ecuador,55,"4- B,S,C,L","sweet, floral, yogurt",3
Caoni (Tulicorp),Ecuador,Ecuador,77,"4- B,S,C,L","crumbly, cinamon",2.75
Caoni (Tulicorp),Ecuador,Ecuador,77,"4- B,S,C,L","perfume, chemical off note",2.5
Caoni (Tulicorp),Ecuador,Ecuador,77,"4- B,S,C,L","grainy, intense, bitter",2
Captain Pembleton,New Zealand,Papua New Guinea,70,"3- B,S,C","tart, malt, mild smoke",3.75
Captain Pembleton,New Zealand,Papua New Guinea,70,"3- B,S,C","mild smoke, melon",3.5
CAR Artisan,U.S.A.,Tanzania,70,"3- B,S,C","unusually tart, nutty",3.25
CAR Artisan,U.S.A.,Peru,70,"3- B,S,C","intense, cooked black licorice",3.25
CAR Artisan,U.S.A.,Mexico,70,"3- B,S,C","strong tobacco, grassy",3.25
CAR Artisan,U.S.A.,Nicaragua,70,"3- B,S,C","burnt blueberry, off",3
Caribeans,Costa Rica,Guatemala,72,"3- B,S,C","woody, spicy, tobacco",3.5
Caribeans,Costa Rica,Costa Rica,72,"2- B,S","acidic, astringent, spicy",3.5
Caribeans,Costa Rica,Costa Rica,72,"2- B,S","floral, earthy, acidic",3.25
Caribeans,Costa Rica,Costa Rica,72,"2- B,S","fatty, woody, coffee",3
Caribeans,Costa Rica,Costa Rica,80,"2- B,S","fatty, fruit, muted",2.75
Carlotta Chocolat,Colombia,Colombia,65,"3- B,S,C","overly sweet, mild spice",3.5
Carlotta Chocolat,Colombia,Colombia,65,"3- B,S,C","sweet, grassy, nutty",3.5
Carlotta Chocolat,Colombia,Colombia,65,"3- B,S,C","nutty, grain, late choco",3.25
Carlotta Chocolat,Colombia,Colombia,65,"3- B,S,C","mild smoke, sweet edge",3.25
Carlotta Chocolat,Colombia,Colombia,65,"3- B,S,C","sweet, marshmallow",3
Casa,U.S.A.,Blend,75,"2- B,S","off notes, vanilla",2
Casa Lasevicius,Brazil,Brazil,65,"2- B,S","molasses, rich, vegetal",3.25
Casa Lasevicius,Brazil,Brazil,71,"2- B,S","sandy, intense, sweet, rich",3
Castronovo,U.S.A.,Peru,70,"3- B,S,C","condensed fruit, spice, cocoa",4
Castronovo,U.S.A.,Venezuela,72,"3- B,S,C","malt, forest berry",3.75
Castronovo,U.S.A.,Dominican Republic,72,"3- B,S,C","hazelnut,almond butter,raspberry",3.75
Castronovo,U.S.A.,Peru,70,"3- B,S,C","nut, sweet, woody, hay",3.5
Castronovo,U.S.A.,Peru,70,"3- B,S,C","complex, strawberry, floral",4
Castronovo,U.S.A.,Venezuela,72,"3- B,S,C","mild strawberry, cocoa, acidic",4
Castronovo,U.S.A.,Mexico,70,"3- B,S,C","smooth, caramel, dried fruit",3.75
Castronovo,U.S.A.,Puerto Rico,70,"3- B,S,C","smooth, mellow, floral",3.5
Castronovo,U.S.A.,Venezuela,70,"2- B,S","nutty, roasty, caramel",3.25
Castronovo,U.S.A.,Belize,72,"3- B,S,C","bright fruit, molasses, nutty",4
Castronovo,U.S.A.,Dominican Republic,70,"3- B,S,C","med roast, grassy, dried fruit",3.75
Castronovo,U.S.A.,Honduras,72,"3- B,S,C","roasty, black pepper, nutty",3.5
Castronovo,U.S.A.,Colombia,72,"3- B,S,C","caramel, molasses, fruit",3.5
Castronovo,U.S.A.,Colombia,76,"3- B,S,C","caramel, sweet, delicate",3.5
Castronovo,U.S.A.,Dominican Republic,70,"3- B,S,C","soapy, earthy",2.75
Castronovo,U.S.A.,Dominican Republic,73,"2- B,S","sandy, mild intensity, fruit",3.5
Castronovo,U.S.A.,Venezuela,70,"3- B,S,C","sandy, nutty, cocoa",3.25
Castronovo,U.S.A.,Nicaragua,72,"3- B,S,C","sandy, molasses, spice",3.25
Castronovo,U.S.A.,Bolivia,70,"3- B,S,C","sandy, tobacco, molasses",3
Castronovo,U.S.A.,Venezuela,72,"3- B,S,C",mild metallic and spice,3
Castronovo,U.S.A.,Peru,70,"3- B,S,C","molasses, cocoa",2.75
Castronovo,U.S.A.,Peru,70,"3- B,S,C","sandy, fruity, acidic, metallic",2.5
Cedric de Taeye,Belgium,Cuba,72,"3- B,S,C","bitter, fatty, woodsy",3
Cedric de Taeye,Belgium,Madagascar,74,"3- B,S,C","tart, bitter, astringent",2.75
Cedric de Taeye,Belgium,Trinidad,75,"3- B,S,C","grassy, fatty, bittersweet",2.5
Cello,U.S.A.,Bolivia,70,"3- B,S,C","creamy, woody, slight cherry",3
Cello,U.S.A.,Peru,70,"3- B,S,C","mild fruit, off notes",2.75
Cello,U.S.A.,Venezuela,70,"3- B,S,C","nutty, roasty, smokey",2.75
Cello,U.S.A.,Ecuador,70,"3- B,S,C","burnt rubber, leather",2.5
Cemoi,France,Ecuador,72, ,"sticky, mild mint, bitter",2.75
Chaleur B,Canada,Peru,72,"3- B,S,C","dominate grape, plastic off note",3.25
Chaleur B,Canada,Madagascar,70,"3- B,S,C","cherry, sour milk, brownie",3
Chaleur B,Canada,Belize,70,"3- B,S,C","vanilla, sour, bubblegum",3
Chaleur B,Canada,Uganda,70,"3- B,S,C","sandy, roasty, coffee",2.75
Chapon,France,Venezuela,68,"3- B,S,C","butter, roasty, cocoa, nutty",3.5
Chapon,France,Bolivia,74,"2- B,S","dark roast, rich cocoa",3
Charm School,U.S.A.,Belize,70,"3- B,S,C","slightly metallic, woody, berry",3.25
Chchukululu (Tulicorp),Ecuador,Ecuador,55,"3- B,S,C","very sweet, very spicey",2.75
Chchukululu (Tulicorp),Ecuador,Ecuador,75,"3- B,S,C","dry, sandy, cocoa",3
Chequessett,U.S.A.,Colombia,83,"3- B,S,C","early fruit, earthy, alcohol",3.25
Chequessett,U.S.A.,Dominican Republic,69,"3- B,S,C","dried fruit, banana, sweet, vanilla",3.25
Chequessett,U.S.A.,Ecuador,72,"3- B,S,C","sl. chalky, floral, pure",3.5
Chequessett,U.S.A.,Peru,72,"3- B,S,C","spicy, chocolatey, atypical",3
Chequessett,U.S.A.,Costa Rica,70,"3- B,S,C","green, leafy",3.5
Chloe Chocolat,France,Blend,70, ,"cocoa, subtle peanut butter",3.5
Chocablog,U.K.,Ecuador,70,"3- B,S,C","floral, earthy",3.25
Choco Del Sol,Germany,Belize,82,"2- B,S","powdery, bland, mild choco",3.25
Choco Del Sol,Germany,Belize,75,"2- B,S","bland, mild choco & leather",3
Choco Dong,South Korea,Malaysia,70,"2- B,S","high roast, banana raspberry",3.5
Choco Dong,South Korea,Vietnam,70,"2- B,S","roasty, sour milk, off note",2.75
Chococard (Lapos),Hungary,Dominican Republic,71,"3- B,S,C","chunky, spicy, rubbery",3.25
Chococard (Lapos),Hungary,Nicaragua,72,"3- B,S,C","grassy, rubbery",2.5
ChocoKoo,Estonia,Guatemala,80,"3- B,S,C","fig, sweet edge, sl. burnt toast",3.25
Chocolarder,U.K.,Madagascar,74,"2- B,S","sugar dominates, molasses",3
Chocolarder,U.K.,Peru,65,"2- B,S","flat, floral, medicinal",2.75
Chocolarder,U.K.,Peru,65,"2- B,S","flat, metallic, floral",2.5
Chocolarder,U.K.,Dominican Republic,80,"2- B,S","spicy, earthy off notes",2.5
Chocola'te,U.S.A.,Madagascar,70,"2- B,S","mild, fruity then nutty",3.75
Chocola'te,U.S.A.,Venezuela,68,"2- B,S","mild, earthy, grassy",3.75
Chocolate Alchemist-Philly,U.S.A.,Peru,90,"2- B,S*","sticky, bitter, molasses, tart",2.5
Chocolate Alchemist-Philly,U.S.A.,Blend,80,"2- B,S*","sticky, coconut, sour, bitter",2.5
Chocolate Con Amor,U.S.A.,Ecuador,70,"2- B,S","molasses, tart, floral",3.25
Chocolate Con Amor,U.S.A.,Dominican Republic,60,"2- B,S","gritty, sweet, molasses",3
Chocolate Con Amor,U.S.A.,Dominican Republic,75,"2- B,S","sandy, rich, roasty, earthy",3
Chocolate Con Amor,U.S.A.,Venezuela,80,"2- B,S","gritty, nutty, caramel",3
Chocolate Con Amor,U.S.A.,Uganda,70,"2- B,S","roasty, cocoa, molasses",2.75
Chocolate Con Amor,U.S.A.,Nicaragua,80,"2- B,S","nutty, roasty, bitter",2.75
Chocolate Con Amor,U.S.A.,Bolivia,70,"2- B,S","gritty, molasses, earthy",2.5
Chocolate Conspiracy,U.S.A.,Peru,74,"3- B,S*,C","unrefined, odd, vegetal",2.75
Chocolate Inn,U.S.A.,Haiti,69,"3- B,S,C","earthy, floral, slight mustiness",3
Chocolate Inn,U.S.A.,Dominican Republic,75,"3- B,S,C","cocoa, vanilla, burn astringency",3
Chocolate Inn,U.S.A.,Madagascar,70,"3- B,S,C","cocoa, dried fruit, sour milk",3
Chocolate Makers,Netherlands,Peru,80,"3- B,S,C","nuts, coffee, peanut butter",3.75
Chocolate Makers,Netherlands,Congo,68,"3- B,S,C","bold, rich cocoa, coffee",3.5
Chocolate Makers,Netherlands,Dominican Republic,75,"3- B,S,C","earthy, coffee, mild, tang",3.25
Chocolate Thunder,U.S.A.,Colombia,70,"2- B,S","caramel, mild butterscotch",3.5
Chocolate Thunder,U.S.A.,Vietnam,70,"2- B,S","chewy, prune, late pungency",3.25
Chocolate Thunder,U.S.A.,Madagascar,70,"2- B,S","hint of cherry, burnt, soapy",2.5
Chocolate Thunder,U.S.A.,Colombia,70,"2- B,S","rum, chemical, off minty",2.5
Chocolate Tree,Scotland,Venezuela,70,"3- B,S,C","nutty, mild dried fruit, sandy, off",2.75
Chocolate Tree,Scotland,Peru,69,"3- B,S,C","floral, orange, cocoa",3.75
Chocolate Tree,Scotland,Venezuela,80,"2- B,S","mild bitter, fruit, spice",3.75
Chocolate Tree,Scotland,Peru,70,"2- B,S","intense orange, floral notes",3.75
Chocolate Tree,Scotland,Madagascar,72,"3- B,S,C","tart, bright fruit, sour coffee",3.25
Chocolate Tree,Scotland,Peru,68,"3- B,S,C","sandy, sweet, cocoa",2.75
Chocolate Tree,Scotland,Ecuador,82,"3- B,S,C","sandy, fruity, burnt",2.5
Chocolates by Josh (Box Chocolate),U.S.A.,Dominican Republic,72,"3- B,S,C","spicy, banana",3.25
Chocolatoa,Belgium,India,70,"3- B,S,C","nutty, honey, grassy",3
Chocolats Privilege,Canada,Mexico,70,"4- B,S,C,V","fatty, vanilla, mass market",2.5
Chocolibrium,U.S.A.,Guatemala,76,"2- B,S","high astringent, fruit, roasty",2.75
Chocolibrium,U.S.A.,Peru,70,"2- B,S","sandy, sweet",2.75
Chocolibrium,U.S.A.,India,63,"3- B,S,C","sandy, tart, ham, sweet",2.5
ChocoReko,Japan,Venezuela,77, ,"coarse, vegetal, nibby",3
Chocosol,Canada,Mexico,75,"3- B,S,C","grainy, sweet, whole bean",3.25
Chocosol,Canada,Mexico,65, ,"rustic,sweet, brownie, banana",3.25
Chocotenango,U.S.A.,Belize,70,"2- B,S",full flavor w/ dominant roast,3.5
Chocotenango,U.S.A.,Guatemala,70,"2- B,S","melon, mild spice, cocoa",3.25
Chocotenango,U.S.A.,Dominican Republic,73,"2- B,S","hazelnut, bold, strong roast",3.25
Chocovic,Spain,Madagascar,71,"4- B,S,C,L","spicey, cocoa",3.5
Chocovic,Spain,Mexico,71,"4- B,S,C,L","earthy, sweet",3.25
Chocovic,Spain,Blend,60,"4- B,S,C,L","chewy, fudge-like, perfume",3.25
Chocovic,Spain,Blend,75,"4- B,S,C,L","oily, grassy, minty",3.25
Chocovic,Spain,Venezuela,71,"4- B,S,C,L","long lasting, cocoa base",3.5
Chocovic,Spain,Blend,70,"4- B,S,C,L","sweet, marshmallow",3
Chocovic,Spain,Ecuador,71,"4- B,S,C,L","earthy, floral, mild bitter",2.5
Chocovic,Spain,Grenada,71,"4- B,S,C,L","sweet, cardboard",2.5
Chocovivo,U.S.A.,Mexico,65,"2- B,S","coarse, sweet, sour, leathery",2.5
Chocovivo,U.S.A.,Mexico,75,"2- B,S","gritty, mild bitter, off notes",2.5
Choklat,Canada,Brazil,70,"4- B,S,C,V","oily, muted, fruity",3
Choklat,Canada,Brazil,80,"4- B,S,C,V","roasty, tart, slight burnt",3
Choklat,Canada,Venezuela,70,"4- B,S,C,V","slow, fatty, subdued, nutty",3
Choklat,Canada,Mexico,70,"4- B,S,C,V","fatty, cigarette butt, coffee",2.75
Choklat,Canada,Venezuela,80,"4- B,S,C,V","dry, ashey, medicinal",2.5
Chokola,U.S.A.,Venezuela,75,"2- B,S","sandy, dried fruit, earth, tobacco",2.5
Chokola,U.S.A.,Bolivia,75,"2- B,S","hint of lemon, classic brownie",3.75
Chokola,U.S.A.,Tanzania,75,"2- B,S","roasty, cocoa, sandy, coffee AT",3.5
Chokola,U.S.A.,Madagascar,67,"2- B,S","cherry, perfectly balanced roast",4
Chokola,U.S.A.,Venezuela,75,"2- B,S","mild lemon, cocoa, crisp nibs",3.75
Chokola,U.S.A.,Belize,70,"2- B,S","fruity, honey, cocoa, roasty",3.75
